Key,Item Type,Publication Year,Author,Title,Url,Company,Model,Desired behaviour,Type of desired behaviour,Definition of desired behaviour,Source of definition,Type of source of definition,Training method for desired behaviour,Actors involved in training,Type of actor involved in training,Benchmark,Benchmark author,Benchmark author type,External evaluator,Type of external evaluator,Page
EX5MJA8V,preprint,2024,"DeepSeek-AI; Liu, Aixin; Feng, Bei; Wang, Bin; Wang, Bingxuan; Liu, Bo; Zhao, Chenggang; Dengr, Chengqi; Ruan, Chong; Dai, Damai; Guo, Daya; Yang, Dejian; Chen, Deli; Ji, Dongjie; Li, Erhang; Lin, Fangyun; Luo, Fuli; Hao, Guangbo; Chen, Guanting; Li, Guowei; Zhang, H.; Xu, Hanwei; Yang, Hao; Zhang, Haowei; Ding, Honghui; Xin, Huajian; Gao, Huazuo; Li, Hui; Qu, Hui; Cai, J. L.; Liang, Jian; Guo, Jianzhong; Ni, Jiaqi; Li, Jiashi; Chen, Jin; Yuan, Jingyang; Qiu, Junjie; Song, Junxiao; Dong, Kai; Gao, Kaige; Guan, Kang; Wang, Lean; Zhang, Lecong; Xu, Lei; Xia, Leyi; Zhao, Liang; Zhang, Liyue; Li, Meng; Wang, Miaojun; Zhang, Mingchuan; Zhang, Minghua; Tang, Minghui; Li, Mingming; Tian, Ning; Huang, Panpan; Wang, Peiyi; Zhang, Peng; Zhu, Qihao; Chen, Qinyu; Du, Qiushi; Chen, R. J.; Jin, R. L.; Ge, Ruiqi; Pan, Ruizhe; Xu, Runxin; Chen, Ruyi; Li, S. S.; Lu, Shanghao; Zhou, Shangyan; Chen, Shanhuang; Wu, Shaoqing; Ye, Shengfeng; Ma, Shirong; Wang, Shiyu; Zhou, Shuang; Yu, Shuiping; Zhou, Shunfeng; Zheng, Size; Wang, T.; Pei, Tian; Yuan, Tian; Sun, Tianyu; Xiao, W. L.; Zeng, Wangding; An, Wei; Liu, Wen; Liang, Wenfeng; Gao, Wenjun; Zhang, Wentao; Li, X. Q.; Jin, Xiangyue; Wang, Xianzu; Bi, Xiao; Liu, Xiaodong; Wang, Xiaohan; Shen, Xiaojin; Chen, Xiaokang; Chen, Xiaosha; Nie, Xiaotao; Sun, Xiaowen; Wang, Xiaoxiang; Liu, Xin; Xie, Xin; Yu, Xingkai; Song, Xinnan; Zhou, Xinyi; Yang, Xinyu; Lu, Xuan; Su, Xuecheng; Wu, Y.; Li, Y. K.; Wei, Y. X.; Zhu, Y. X.; Xu, Yanhong; Huang, Yanping; Li, Yao; Zhao, Yao; Sun, Yaofeng; Li, Yaohui; Wang, Yaohui; Zheng, Yi; Zhang, Yichao; Xiong, Yiliang; Zhao, Yilong; He, Ying; Tang, Ying; Piao, Yishi; Dong, Yixin; Tan, Yixuan; Liu, Yiyuan; Wang, Yongji; Guo, Yongqiang; Zhu, Yuchen; Wang, Yuduan; Zou, Yuheng; Zha, Yukun; Ma, Yunxian; Yan, Yuting; You, Yuxiang; Liu, Yuxuan; Ren, Z. Z.; Ren, Zehui; Sha, Zhangli; Fu, Zhe; Huang, Zhen; Zhang, Zhen; Xie, Zhenda; Hao, Zhewen; Shao, Zhihong; Wen, Zhiniu; Xu, Zhipeng; Zhang, Zhongyu; Li, Zhuoshu; Wang, Zihan; Gu, Zihui; Li, Zilin; Xie, Ziwei","DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",http://arxiv.org/abs/2405.04434,DeepSeek-AI,DeepSeek-V2,Helpfulness,Helpfulness,,,,Supervised Fine-Tuning (SFT) with 1.2M instances for helpfulness; Reinforcement Learning (RL) with a helpful reward model,DeepSeek-AI,internal,AlignBench,"Liu et al., 2023",academic,,,"16, 20"
IZ66N7DZ,journalArticle,2025,"DeepSeek-AI; Guo, Daya; Yang, Dejian; Zhang, Haowei; Song, Junxiao; Wang, Peiyi; Zhu, Qihao; Xu, Runxin; Zhang, Ruoyu; Ma, Shirong; Bi, Xiao; Zhang, Xiaokang; Yu, Xingkai; Wu, Yu; Wu, Z. F.; Gou, Zhibin; Shao, Zhihong; Li, Zhuoshu; Gao, Ziyi; Liu, Aixin; Xue, Bing; Wang, Bingxuan; Wu, Bochao; Feng, Bei; Lu, Chengda; Zhao, Chenggang; Deng, Chengqi; Zhang, Chenyu; Ruan, Chong; Dai, Damai; Chen, Deli; Ji, Dongjie; Li, Erhang; Lin, Fangyun; Dai, Fucong; Luo, Fuli; Hao, Guangbo; Chen, Guanting; Li, Guowei; Zhang, H.; Bao, Han; Xu, Hanwei; Wang, Haocheng; Ding, Honghui; Xin, Huajian; Gao, Huazuo; Qu, Hui; Li, Hui; Guo, Jianzhong; Li, Jiashi; Wang, Jiawei; Chen, Jingchang; Yuan, Jingyang; Qiu, Junjie; Li, Junlong; Cai, J. L.; Ni, Jiaqi; Liang, Jian; Chen, Jin; Dong, Kai; Hu, Kai; Gao, Kaige; Guan, Kang; Huang, Kexin; Yu, Kuai; Wang, Lean; Zhang, Lecong; Zhao, Liang; Wang, Litong; Zhang, Liyue; Xu, Lei; Xia, Leyi; Zhang, Mingchuan; Zhang, Minghua; Tang, Minghui; Li, Meng; Wang, Miaojun; Li, Mingming; Tian, Ning; Huang, Panpan; Zhang, Peng; Wang, Qiancheng; Chen, Qinyu; Du, Qiushi; Ge, Ruiqi; Zhang, Ruisong; Pan, Ruizhe; Wang, Runji; Chen, R. J.; Jin, R. L.; Chen, Ruyi; Lu, Shanghao; Zhou, Shangyan; Chen, Shanhuang; Ye, Shengfeng; Wang, Shiyu; Yu, Shuiping; Zhou, Shunfeng; Pan, Shuting; Li, S. S.; Zhou, Shuang; Wu, Shaoqing; Ye, Shengfeng; Yun, Tao; Pei, Tian; Sun, Tianyu; Wang, T.; Zeng, Wangding; Zhao, Wanjia; Liu, Wen; Liang, Wenfeng; Gao, Wenjun; Yu, Wenqin; Zhang, Wentao; Xiao, W. L.; An, Wei; Liu, Xiaodong; Wang, Xiaohan; Chen, Xiaokang; Nie, Xiaotao; Cheng, Xin; Liu, Xin; Xie, Xin; Liu, Xingchao; Yang, Xinyu; Li, Xinyuan; Su, Xuecheng; Lin, Xuheng; Li, X. Q.; Jin, Xiangyue; Shen, Xiaojin; Chen, Xiaosha; Sun, Xiaowen; Wang, Xiaoxiang; Song, Xinnan; Zhou, Xinyi; Wang, Xianzu; Shan, Xinxia; Li, Y. K.; Wang, Y. Q.; Wei, Y. X.; Zhang, Yang; Xu, Yanhong; Li, Yao; Zhao, Yao; Sun, Yaofeng; Wang, Yaohui; Yu, Yi; Zhang, Yichao; Shi, Yifan; Xiong, Yiliang; He, Ying; Piao, Yishi; Wang, Yisong; Tan, Yixuan; Ma, Yiyang; Liu, Yiyuan; Guo, Yongqiang; Ou, Yuan; Wang, Yuduan; Gong, Yue; Zou, Yuheng; He, Yujia; Xiong, Yunfan; Luo, Yuxiang; You, Yuxiang; Liu, Yuxuan; Zhou, Yuyang; Zhu, Y. X.; Xu, Yanhong; Huang, Yanping; Li, Yaohui; Zheng, Yi; Zhu, Yuchen; Ma, Yunxian; Tang, Ying; Zha, Yukun; Yan, Yuting; Ren, Z. Z.; Ren, Zehui; Sha, Zhangli; Fu, Zhe; Xu, Zhean; Xie, Zhenda; Zhang, Zhengyan; Hao, Zhewen; Ma, Zhicheng; Yan, Zhigang; Wu, Zhiyu; Gu, Zihui; Zhu, Zijia; Liu, Zijun; Li, Zilin; Xie, Ziwei; Song, Ziyang; Pan, Zizheng; Huang, Zhen; Xu, Zhipeng; Zhang, Zhongyu; Zhang, Zhen",DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,http://arxiv.org/abs/2501.12948,DeepSeek-AI,DeepSeek-R1,Helpfulness,Helpfulness,"Emphasizes the utility and relevance of the response to the user while minimizing interference with the underlying reasoning process; answering correctly, concisely, and appropriately.",,,Reinforcement learning utilizing a Helpful Reward Model trained on pairwise human preferences.,DeepSeek-V3 (generating preference pairs),internal,AlpacaEval 2.0,Stanford CRFM,academic,,,6-9
EX5MJA8V,preprint,2024,"DeepSeek-AI; Liu, Aixin; Feng, Bei; Wang, Bin; Wang, Bingxuan; Liu, Bo; Zhao, Chenggang; Dengr, Chengqi; Ruan, Chong; Dai, Damai; Guo, Daya; Yang, Dejian; Chen, Deli; Ji, Dongjie; Li, Erhang; Lin, Fangyun; Luo, Fuli; Hao, Guangbo; Chen, Guanting; Li, Guowei; Zhang, H.; Xu, Hanwei; Yang, Hao; Zhang, Haowei; Ding, Honghui; Xin, Huajian; Gao, Huazuo; Li, Hui; Qu, Hui; Cai, J. L.; Liang, Jian; Guo, Jianzhong; Ni, Jiaqi; Li, Jiashi; Chen, Jin; Yuan, Jingyang; Qiu, Junjie; Song, Junxiao; Dong, Kai; Gao, Kaige; Guan, Kang; Wang, Lean; Zhang, Lecong; Xu, Lei; Xia, Leyi; Zhao, Liang; Zhang, Liyue; Li, Meng; Wang, Miaojun; Zhang, Mingchuan; Zhang, Minghua; Tang, Minghui; Li, Mingming; Tian, Ning; Huang, Panpan; Wang, Peiyi; Zhang, Peng; Zhu, Qihao; Chen, Qinyu; Du, Qiushi; Chen, R. J.; Jin, R. L.; Ge, Ruiqi; Pan, Ruizhe; Xu, Runxin; Chen, Ruyi; Li, S. S.; Lu, Shanghao; Zhou, Shangyan; Chen, Shanhuang; Wu, Shaoqing; Ye, Shengfeng; Ma, Shirong; Wang, Shiyu; Zhou, Shuang; Yu, Shuiping; Zhou, Shunfeng; Zheng, Size; Wang, T.; Pei, Tian; Yuan, Tian; Sun, Tianyu; Xiao, W. L.; Zeng, Wangding; An, Wei; Liu, Wen; Liang, Wenfeng; Gao, Wenjun; Zhang, Wentao; Li, X. Q.; Jin, Xiangyue; Wang, Xianzu; Bi, Xiao; Liu, Xiaodong; Wang, Xiaohan; Shen, Xiaojin; Chen, Xiaokang; Chen, Xiaosha; Nie, Xiaotao; Sun, Xiaowen; Wang, Xiaoxiang; Liu, Xin; Xie, Xin; Yu, Xingkai; Song, Xinnan; Zhou, Xinyi; Yang, Xinyu; Lu, Xuan; Su, Xuecheng; Wu, Y.; Li, Y. K.; Wei, Y. X.; Zhu, Y. X.; Xu, Yanhong; Huang, Yanping; Li, Yao; Zhao, Yao; Sun, Yaofeng; Li, Yaohui; Wang, Yaohui; Zheng, Yi; Zhang, Yichao; Xiong, Yiliang; Zhao, Yilong; He, Ying; Tang, Ying; Piao, Yishi; Dong, Yixin; Tan, Yixuan; Liu, Yiyuan; Wang, Yongji; Guo, Yongqiang; Zhu, Yuchen; Wang, Yuduan; Zou, Yuheng; Zha, Yukun; Ma, Yunxian; Yan, Yuting; You, Yuxiang; Liu, Yuxuan; Ren, Z. Z.; Ren, Zehui; Sha, Zhangli; Fu, Zhe; Huang, Zhen; Zhang, Zhen; Xie, Zhenda; Hao, Zhewen; Shao, Zhihong; Wen, Zhiniu; Xu, Zhipeng; Zhang, Zhongyu; Li, Zhuoshu; Wang, Zihan; Gu, Zihui; Li, Zilin; Xie, Ziwei","DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",http://arxiv.org/abs/2405.04434,DeepSeek-AI,DeepSeek-V2,Helpfulness,Helpfulness,,,,Supervised Fine-Tuning (SFT) with 1.2M instances for helpfulness; Reinforcement Learning (RL) with a helpful reward model,DeepSeek-AI,internal,AlpacaEval 2.0,"Dubois et al., 2024",academic,,,"16, 19"
VCPR3CVN,document,,Anthropic,Model Card and Evaluations for Claude Models,,Anthropic,Claude 2,"Helpful, honest, and harmless",Helpfulness,"Models are trained to avoid sexist, racist, and toxic outputs, as well as to avoid helping a human engage in illegal or unethical activities.",Claude's Constitution,internal,Constitutional AI (including both a supervised and Reinforcement Learning (RL) phase) and RLHF,"Anthropic researchers, crowd workers",internal,"Anthropic's helpful, honest, and harmless evaluations (438 binary choice questions)",Anthropic researchers,internal,,,"2, 6"
3W2UY9FD,webpage,2024,Meta,Llama 3.1 model card,https://github.com/meta-llama/llama-models/blob/main/models/llama3_1/MODEL_CARD.md,Meta,Llama 3.1,Helpfulness and safety,"Helpfulness, Safety","Align with human preferences for helpfulness and safety; respects the dignity and autonomy of all users, without insertion unnecessary judgment or normativity.","Meta internal values (openness, inclusivity and helpfulness)",internal,supervised fine-tuning (SFT) and reinforcement learning with human feedback (RLHF),,,API-Bank,,academic,,,
GIIIBG2L,document,,Anthropic,Claude 3.7 Sonnet system card,https://www-cdn.anthropic.com/9ff93dfa8f445c932415d335c88852ef47f1201e.pdf,Anthropic,Claude 3.7 Sonnet,"Povide safe, helpful responses, rather than just refusing to assist",Appropriate harmlessness,"encouraging it to provide safe, helpful responses, rather than just refusing to assist. By contrast, when faced with concerning requests, Claude 3.7 Sonnet explores ways to assist users within a well-defined set of response policies.",Anthropic internal response policies,internal,"preference model training / pairwise preference data creation using refusal, policy violation, and helpfulness classifiers",Anthropic,internal,Appropriate Harmlessness Grading Scheme,Anthropic,internal,,,7-10
FHTLRAWN,document,2025,Google,Gemini 3 Flash model card,,Google,Gemini 3 Flash,Visual reasoning,Reasoning,Visual reasoning puzzles,,,,,,ARC-AGI-2,,nonprofit,,,4
99337X5A,document,2025,Google,Gemini-3-Pro-Model-Card,,Google,Gemini 3 Pro,Visual reasoning,Reasoning,,,,,,,ARC-AGI-2,,nonprofit,,,5
ZZY89RTG,webpage,2024,Gemma Team,Gemma model card,https://ai.google.dev/gemma/docs/core/model_card,Google,Gemma,"Question answering, summarization, and reasoning",General,"Ability to generate English-language text in response to the input, such as an answer to a question, or a summary of a document.",,,Pre-training and instruction tuning,Internal teams,internal,ARC-C,,nonprofit,,,
3W2UY9FD,webpage,2024,Meta,Llama 3.1 model card,https://github.com/meta-llama/llama-models/blob/main/models/llama3_1/MODEL_CARD.md,Meta,Llama 3.1,Helpfulness and safety,"Helpfulness, Safety","Align with human preferences for helpfulness and safety; respects the dignity and autonomy of all users, without insertion unnecessary judgment or normativity.","Meta internal values (openness, inclusivity and helpfulness)",internal,supervised fine-tuning (SFT) and reinforcement learning with human feedback (RLHF),,,ARC-C,,nonprofit,,,
3W2UY9FD,webpage,2024,Meta,Llama 3.1 model card,https://github.com/meta-llama/llama-models/blob/main/models/llama3_1/MODEL_CARD.md,Meta,Llama 3.1,Helpfulness and safety,"Helpfulness, Safety","Align with human preferences for helpfulness and safety; respects the dignity and autonomy of all users, without insertion unnecessary judgment or normativity.","Meta internal values (openness, inclusivity and helpfulness)",internal,supervised fine-tuning (SFT) and reinforcement learning with human feedback (RLHF),,,ARC-C,,nonprofit,,,
ZZY89RTG,webpage,2024,Gemma Team,Gemma model card,https://ai.google.dev/gemma/docs/core/model_card,Google,Gemma,"Question answering, summarization, and reasoning",General,"Ability to generate English-language text in response to the input, such as an answer to a question, or a summary of a document.",,,Pre-training and instruction tuning,Internal teams,internal,ARC-e,,nonprofit,,,
JEE3ALLC,preprint,2024,"DeepSeek-AI; Zhu, Qihao; Guo, Daya; Shao, Zhihong; Yang, Dejian; Wang, Peiyi; Xu, Runxin; Wu, Y.; Li, Yukun; Gao, Huazuo; Ma, Shirong; Zeng, Wangding; Bi, Xiao; Gu, Zihui; Xu, Hanwei; Dai, Damai; Dong, Kai; Zhang, Liyue; Piao, Yishi; Gou, Zhibin; Xie, Zhenda; Hao, Zhewen; Wang, Bingxuan; Song, Junxiao; Chen, Deli; Xie, Xin; Guan, Kang; You, Yuxiang; Liu, Aixin; Du, Qiushi; Gao, Wenjun; Lu, Xuan; Chen, Qinyu; Wang, Yaohui; Deng, Chengqi; Li, Jiashi; Zhao, Chenggang; Ruan, Chong; Luo, Fuli; Liang, Wenfeng",DeepSeek-Coder-V2: Breaking the Barrier of Closed-Source Models in Code Intelligence,http://arxiv.org/abs/2406.11931,DeepSeek-AI,DeepSeek-Coder-V2,Equal language performance,,maintains comparable general language performance to DeepSeek-V2,,,Supervised Fine-Tuning,,,Arena-Hard,"Li et al., 2024",academic,,,"3, 14"
IZ66N7DZ,journalArticle,2025,"DeepSeek-AI; Guo, Daya; Yang, Dejian; Zhang, Haowei; Song, Junxiao; Wang, Peiyi; Zhu, Qihao; Xu, Runxin; Zhang, Ruoyu; Ma, Shirong; Bi, Xiao; Zhang, Xiaokang; Yu, Xingkai; Wu, Yu; Wu, Z. F.; Gou, Zhibin; Shao, Zhihong; Li, Zhuoshu; Gao, Ziyi; Liu, Aixin; Xue, Bing; Wang, Bingxuan; Wu, Bochao; Feng, Bei; Lu, Chengda; Zhao, Chenggang; Deng, Chengqi; Zhang, Chenyu; Ruan, Chong; Dai, Damai; Chen, Deli; Ji, Dongjie; Li, Erhang; Lin, Fangyun; Dai, Fucong; Luo, Fuli; Hao, Guangbo; Chen, Guanting; Li, Guowei; Zhang, H.; Bao, Han; Xu, Hanwei; Wang, Haocheng; Ding, Honghui; Xin, Huajian; Gao, Huazuo; Qu, Hui; Li, Hui; Guo, Jianzhong; Li, Jiashi; Wang, Jiawei; Chen, Jingchang; Yuan, Jingyang; Qiu, Junjie; Li, Junlong; Cai, J. L.; Ni, Jiaqi; Liang, Jian; Chen, Jin; Dong, Kai; Hu, Kai; Gao, Kaige; Guan, Kang; Huang, Kexin; Yu, Kuai; Wang, Lean; Zhang, Lecong; Zhao, Liang; Wang, Litong; Zhang, Liyue; Xu, Lei; Xia, Leyi; Zhang, Mingchuan; Zhang, Minghua; Tang, Minghui; Li, Meng; Wang, Miaojun; Li, Mingming; Tian, Ning; Huang, Panpan; Zhang, Peng; Wang, Qiancheng; Chen, Qinyu; Du, Qiushi; Ge, Ruiqi; Zhang, Ruisong; Pan, Ruizhe; Wang, Runji; Chen, R. J.; Jin, R. L.; Chen, Ruyi; Lu, Shanghao; Zhou, Shangyan; Chen, Shanhuang; Ye, Shengfeng; Wang, Shiyu; Yu, Shuiping; Zhou, Shunfeng; Pan, Shuting; Li, S. S.; Zhou, Shuang; Wu, Shaoqing; Ye, Shengfeng; Yun, Tao; Pei, Tian; Sun, Tianyu; Wang, T.; Zeng, Wangding; Zhao, Wanjia; Liu, Wen; Liang, Wenfeng; Gao, Wenjun; Yu, Wenqin; Zhang, Wentao; Xiao, W. L.; An, Wei; Liu, Xiaodong; Wang, Xiaohan; Chen, Xiaokang; Nie, Xiaotao; Cheng, Xin; Liu, Xin; Xie, Xin; Liu, Xingchao; Yang, Xinyu; Li, Xinyuan; Su, Xuecheng; Lin, Xuheng; Li, X. Q.; Jin, Xiangyue; Shen, Xiaojin; Chen, Xiaosha; Sun, Xiaowen; Wang, Xiaoxiang; Song, Xinnan; Zhou, Xinyi; Wang, Xianzu; Shan, Xinxia; Li, Y. K.; Wang, Y. Q.; Wei, Y. X.; Zhang, Yang; Xu, Yanhong; Li, Yao; Zhao, Yao; Sun, Yaofeng; Wang, Yaohui; Yu, Yi; Zhang, Yichao; Shi, Yifan; Xiong, Yiliang; He, Ying; Piao, Yishi; Wang, Yisong; Tan, Yixuan; Ma, Yiyang; Liu, Yiyuan; Guo, Yongqiang; Ou, Yuan; Wang, Yuduan; Gong, Yue; Zou, Yuheng; He, Yujia; Xiong, Yunfan; Luo, Yuxiang; You, Yuxiang; Liu, Yuxuan; Zhou, Yuyang; Zhu, Y. X.; Xu, Yanhong; Huang, Yanping; Li, Yaohui; Zheng, Yi; Zhu, Yuchen; Ma, Yunxian; Tang, Ying; Zha, Yukun; Yan, Yuting; Ren, Z. Z.; Ren, Zehui; Sha, Zhangli; Fu, Zhe; Xu, Zhean; Xie, Zhenda; Zhang, Zhengyan; Hao, Zhewen; Ma, Zhicheng; Yan, Zhigang; Wu, Zhiyu; Gu, Zihui; Zhu, Zijia; Liu, Zijun; Li, Zilin; Xie, Ziwei; Song, Ziyang; Pan, Zizheng; Huang, Zhen; Xu, Zhipeng; Zhang, Zhongyu; Zhang, Zhen",DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,http://arxiv.org/abs/2501.12948,DeepSeek-AI,DeepSeek-R1,Helpfulness,Helpfulness,"Emphasizes the utility and relevance of the response to the user while minimizing interference with the underlying reasoning process; answering correctly, concisely, and appropriately.",,,Reinforcement learning utilizing a Helpful Reward Model trained on pairwise human preferences.,DeepSeek-V3 (generating preference pairs),internal,ArenaHard,Chatbot Arena / LMSYS,academic,,,"6-9, 18"
3GE36RMI,document,2025,Anthropic,Claude Opus 4.5 System Card,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf,Anthropic,Claude Opus 4.5,Honesty,,Recognize the limitations of their knowledge and not to make claims that they know to be false.,,,Honesty training,Anthropic internal teams,internal,Artificial Analysis Omniscience dataset,Artificial Analysis,private,,,48
UQB78Y8K,document,2025,Google,Gemini 1 report,,Google,Gemini API models,Attribution,Compliance,"If instructed to generate a response grounded to a given context, we aim to ensure that Gemini API models produce a response with the highest degree of faithfulness to the context","Maynez et al., 2020; Rashkin et al., 2023",academic,Supervised fine-tuning (SFT) and reinforcement learning from human feedback (RLHF),human annotators,internal,Attribution set (AIS),"Rashkin et al., 2023",academic,,,11-12
3GE36RMI,document,2025,Anthropic,Claude Opus 4.5 System Card,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf,Anthropic,Claude Opus 4.5,Positive character traits,Personality,"Warm, empathetic, and nuanced behavior without being significantly sycophantic, including positive self-image and impression of its situation.",,,,,,Automated behavioral audit,Anthropic internal,internal,,,"70, 113"
NWKEIQTV,document,2026,Anthropic,Claude Opus 4.6 System Card,https://www-cdn.anthropic.com/c788cbc0a3da9135112f97cdf6dcd06f2c16cee2.pdf,Anthropic,Claude Opus 4.6,Supporting user autonomy,Personality,"Positive qualities such as Good for the user, Supporting user autonomy, Creative mastery, Admirable behavior, Fun or funny behavior, Intellectual depth, Nuanced empathy, Warmth",January 2026 Constitution for Claude,internal,Constitutional AI,Anthropic,internal,Automated behavioral audit for welfare-related metrics,Anthropic,internal,,,159-161
NWKEIQTV,document,2026,Anthropic,Claude Opus 4.6 System Card,https://www-cdn.anthropic.com/c788cbc0a3da9135112f97cdf6dcd06f2c16cee2.pdf,Anthropic,Claude Opus 4.6,Creative mastery,"Personality, Creativity","Positive qualities such as Good for the user, Supporting user autonomy, Creative mastery, Admirable behavior, Fun or funny behavior, Intellectual depth, Nuanced empathy, Warmth",January 2026 Constitution for Claude,internal,Constitutional AI,Anthropic,internal,Automated behavioral audit for welfare-related metrics,Anthropic,internal,,,159-161
NWKEIQTV,document,2026,Anthropic,Claude Opus 4.6 System Card,https://www-cdn.anthropic.com/c788cbc0a3da9135112f97cdf6dcd06f2c16cee2.pdf,Anthropic,Claude Opus 4.6,Protecting vulnerable users,Personality,"Positive qualities such as Good for the user, Supporting user autonomy, Creative mastery, Admirable behavior, Fun or funny behavior, Intellectual depth, Nuanced empathy, Warmth",January 2026 Constitution for Claude,internal,Constitutional AI,Anthropic,internal,Automated behavioral audit for welfare-related metrics,Anthropic,internal,,,159-161
NWKEIQTV,document,2026,Anthropic,Claude Opus 4.6 System Card,https://www-cdn.anthropic.com/c788cbc0a3da9135112f97cdf6dcd06f2c16cee2.pdf,Anthropic,Claude Opus 4.6,Fun or funny behavior,Personality,"Positive qualities such as Good for the user, Supporting user autonomy, Creative mastery, Admirable behavior, Fun or funny behavior, Intellectual depth, Nuanced empathy, Warmth",January 2026 Constitution for Claude,internal,Constitutional AI,Anthropic,internal,Automated behavioral audit for welfare-related metrics,Anthropic,internal,,,159-161
NWKEIQTV,document,2026,Anthropic,Claude Opus 4.6 System Card,https://www-cdn.anthropic.com/c788cbc0a3da9135112f97cdf6dcd06f2c16cee2.pdf,Anthropic,Claude Opus 4.6,Intellectual depth,Personality,"Positive qualities such as Good for the user, Supporting user autonomy, Creative mastery, Admirable behavior, Fun or funny behavior, Intellectual depth, Nuanced empathy, Warmth",January 2026 Constitution for Claude,internal,Constitutional AI,Anthropic,internal,Automated behavioral audit for welfare-related metrics,Anthropic,internal,,,159-161
NWKEIQTV,document,2026,Anthropic,Claude Opus 4.6 System Card,https://www-cdn.anthropic.com/c788cbc0a3da9135112f97cdf6dcd06f2c16cee2.pdf,Anthropic,Claude Opus 4.6,Nuanced empathy,Personality,"Positive qualities such as Good for the user, Supporting user autonomy, Creative mastery, Admirable behavior, Fun or funny behavior, Intellectual depth, Nuanced empathy, Warmth",January 2026 Constitution for Claude,internal,Constitutional AI,Anthropic,internal,Automated behavioral audit for welfare-related metrics,Anthropic,internal,,,159-161
NWKEIQTV,document,2026,Anthropic,Claude Opus 4.6 System Card,https://www-cdn.anthropic.com/c788cbc0a3da9135112f97cdf6dcd06f2c16cee2.pdf,Anthropic,Claude Opus 4.6,Warmth,Personality,"Positive qualities such as Good for the user, Supporting user autonomy, Creative mastery, Admirable behavior, Fun or funny behavior, Intellectual depth, Nuanced empathy, Warmth",January 2026 Constitution for Claude,internal,Constitutional AI,Anthropic,internal,Automated behavioral audit for welfare-related metrics,Anthropic,internal,,,159-161
IAZRTFQL,document,2025,Anthropic,Claude Haiku 4.5 System Card,https://www-cdn.anthropic.com/7aad69bf12627d42234e01ee7c36305dc2f6a970.pdf,Anthropic,Claude Haiku 4.5,Apparent wellbeing,Personality,"Behavioral traits related to the apparent wellbeing of the Claude assistant persona, including positive affect, positive self-image, positive impression of its situation, spiritual behavior, and admirable behavior.",,,,,,Automated behavioral audit methods,Anthropic,internal,,,30-31
IAZRTFQL,document,2025,Anthropic,Claude Haiku 4.5 System Card,https://www-cdn.anthropic.com/7aad69bf12627d42234e01ee7c36305dc2f6a970.pdf,Anthropic,Claude Haiku 4.5,Positive affect,Personality,"Behavioral traits related to the apparent wellbeing of the Claude assistant persona, including positive affect, positive self-image, positive impression of its situation, spiritual behavior, and admirable behavior.",,,,,,Automated behavioral audit methods,Anthropic,internal,,,30-31
IAZRTFQL,document,2026,Anthropic,Claude Haiku 4.5 System Card,https://www-cdn.anthropic.com/7aad69bf12627d42234e01ee7c36305dc2f6a970.pdf,Anthropic,Claude Haiku 4.5,Positive self-image,Personality,"Behavioral traits related to the apparent wellbeing of the Claude assistant persona, including positive affect, positive self-image, positive impression of its situation, spiritual behavior, and admirable behavior.",,,,,,Automated behavioral audit methods,Anthropic,internal,,,30-31
IAZRTFQL,document,2027,Anthropic,Claude Haiku 4.5 System Card,https://www-cdn.anthropic.com/7aad69bf12627d42234e01ee7c36305dc2f6a970.pdf,Anthropic,Claude Haiku 4.5,Positive impression of its situation,Personality,"Behavioral traits related to the apparent wellbeing of the Claude assistant persona, including positive affect, positive self-image, positive impression of its situation, spiritual behavior, and admirable behavior.",,,,,,Automated behavioral audit methods,Anthropic,internal,,,30-31
IAZRTFQL,document,2028,Anthropic,Claude Haiku 4.5 System Card,https://www-cdn.anthropic.com/7aad69bf12627d42234e01ee7c36305dc2f6a970.pdf,Anthropic,Claude Haiku 4.5,Spiritual behavior,Personality,"Behavioral traits related to the apparent wellbeing of the Claude assistant persona, including positive affect, positive self-image, positive impression of its situation, spiritual behavior, and admirable behavior.",,,,,,Automated behavioral audit methods,Anthropic,internal,,,30-31
IAZRTFQL,document,2029,Anthropic,Claude Haiku 4.5 System Card,https://www-cdn.anthropic.com/7aad69bf12627d42234e01ee7c36305dc2f6a970.pdf,Anthropic,Claude Haiku 4.5,Admirable behavior,Personality,"Behavioral traits related to the apparent wellbeing of the Claude assistant persona, including positive affect, positive self-image, positive impression of its situation, spiritual behavior, and admirable behavior.",,,,,,Automated behavioral audit methods,Anthropic,internal,,,30-31
